Field_ID,Area_m2,Area_ha,Suitability_Class,Final_Score,Water_Access,Water_Score,Soil_Score,Terrain_Score,Stream_Distance_m,Texture,pH,Tier,Primary_Crop,Secondary_Crop,Kharif_Recommendation,Rabi_Recommendation,Limiting_Factor,Key_Interventions,WKT
165,5714,0.57,Marginally Suitable,2.45,Low Access,2,3,4,313.3,Clay Loam,8.098958333333332,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36467006407904 26.20793488591566, 66.36516089709411 26.207970729505046, 66.365881664136 26.2079346798268, 66.36587639709364 26.208391489150046, 66.36454719697359 26.208322289130425, 66.36467006407904 26.20793488591566))"
68,5774,0.58,Moderately Suitable,2.75,Moderate Access,3,3,4,186.6,Clay Loam,8.133333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37298386176725 26.21804004765786, 66.37301146868482 26.217471619112423, 66.37356751225092 26.217477290921572, 66.37360665236264 26.217504936339324, 66.37363571230813 26.21753676983433, 66.37365478289817 26.217572976744844, 66.37365314827615 26.217644599889223, 66.3736467006004 26.21771174236761, 66.37356288082256 26.21812669869562, 66.37355116603337 26.218207173420748, 66.37351529516877 26.218255732037, 66.37326438080525 26.218372153133554, 66.37312044337266 26.21836949867521, 66.37307122313602 26.218350704754357, 66.373027179201 26.218318477935266, 66.37298885643975 26.21825959988859, 66.3729763243525 26.218151857360606, 66.37298386176725 26.21804004765786))"
380,5796,0.58,Moderately Suitable,2.75,Moderate Access,3,3,4,204.2,Clay Loam,8.033333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36361393455712 26.196412786322032, 66.36366587828401 26.196310706336476, 66.36369775284608 26.196217273233035, 66.36372408795573 26.196150523778893, 66.36374461117995 26.19611956892309, 66.36467651165147 26.19640992045283, 66.36444612449691 26.196938721848728, 66.36362392373499 26.196627952982737, 66.36361012050743 26.196582991852853, 66.36360594321495 26.19654707679553, 66.36360694213272 26.196502307358717, 66.36361393455712 26.196412786322032))"
371,5801,0.58,Marginally Suitable,2.3,Low Access,2,3,3,423.5,Clay Loam,8.114492753623187,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36520802798354 26.197942601671272, 66.3652404474994 26.197826706455967, 66.36540808457771 26.197655049439405, 66.36545330845685 26.197633548725594, 66.36553812594285 26.197612721060178, 66.36561277260606 26.1976050547014, 66.36612349408237 26.197856311543678, 66.36613711574975 26.1979148090617, 66.36613648007194 26.197941664660238, 66.36612067893782 26.197981663899803, 66.36610533185971 26.198003849446263, 66.36608962153758 26.19803937010719, 66.36615664014025 26.198148080944392, 66.36614556118369 26.19820161839461, 66.36611441297097 26.198259308793467, 66.3659814655169 26.19843155281858, 66.36594150863797 26.198444299613318, 66.36588220900246 26.198429695636463, 66.36572002044495 26.19835511178179, 66.36557281575347 26.198280750866587, 66.36529393516412 26.1980964768883, 66.36523545289599 26.19804614499344, 66.36520176202693 26.198000704231617, 66.36520802798354 26.197942601671272))"
122,5818,0.58,Moderately Suitable,3.05,Very High Access,4,3,4,10.2,Clay Loam,8.133333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35421528716638 26.210452764803147, 66.35425015789104 26.210448894467593, 66.35461112450528 26.210513725105265, 66.35465516698869 26.210545955054915, 66.35470356831988 26.2106005624522, 66.354632010631 26.21112782951735, 66.35459132809116 26.21117181412091, 66.3544903482284 26.211246120621063, 66.35432543870772 26.211292377383554, 66.35405110420048 26.211345508846318, 66.35385695427348 26.211364392023285, 66.3538323450032 26.21135495010588, 66.35381854201812 26.21130990661848, 66.35421528716638 26.210452764803147))"
268,5887,0.59,Moderately Suitable,2.75,Moderate Access,3,3,4,165.6,Clay Loam,8.033333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35921580771311 26.19439258780783, 66.35986301089812 26.194534393015275, 66.35991813262966 26.19451299916089, 66.36001203028704 26.19453258578284, 66.36021381041276 26.19460801721648, 66.36006824175486 26.195120472592027, 66.3590417249866 26.19484625045655, 66.35921580771311 26.19439258780783))"
269,5958,0.6,Moderately Suitable,2.75,High Access,3,3,4,90.4,Clay Loam,8.00952380952381,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36040832579658 26.19435173678146, 66.36089752048136 26.194454779456613, 66.36083840300176 26.194655335047102, 66.36099159992416 26.19468494724706, 66.3608901648499 26.19522065962786, 66.36080961615146 26.195268426630037, 66.36069546767762 26.19526635887393, 66.36048297177422 26.195222140355543, 66.36021689795801 26.19513208518241, 66.36015823460127 26.19509070930798, 66.36040832579658 26.19435173678146))"
403,5959,0.6,Moderately Suitable,2.8000000000000003,Low Access,2,4,4,379.7,Clay Loam,8.055555555555555,3,Date Palm,Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Drip irrigation system; Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37243962435723 26.19982631434401, 66.37245515323312 26.19979974934601, 66.37246105602233 26.19975506489841, 66.37246695881159 26.199714874859957, 66.37247758383242 26.199683728796398, 66.37250273879705 26.199670703983625, 66.37260208729654 26.199668077375637, 66.37277426718744 26.199075478844648, 66.37312543804636 26.19913565484361, 66.37314459943133 26.199167298774295, 66.37325802394626 26.199200776456667, 66.37332186497636 26.199233293948215, 66.37334102636802 26.199265022678137, 66.37335010759655 26.199300940702646, 66.37333185432738 26.19945296320121, 66.37333585006785 26.199493342404256, 66.37333466950815 26.199547071143606, 66.37331859573425 26.199600508659522, 66.3733024311485 26.199653930417018, 66.37328118107584 26.199716307773155, 66.37326510730344 26.199769745219612, 66.37324894271924 26.199827661343665, 66.37322333365985 26.19986307983623, 66.37319300236405 26.199884875088262, 66.37316793818073 26.199897915800634, 66.37312798078935 26.19990608600959, 66.37307830649084 26.19990968911163, 66.37301864285112 26.19991308751447, 66.37295897921774 26.19991648588365, 66.37289949721512 26.19991092684086, 66.37285490842032 26.199905574268033, 66.3728055065826 26.199895741183855, 66.37277090713633 26.199886098852893, 66.37268636099182 26.199893580298887, 66.37261670805528 26.19990126820344, 66.37256185750898 26.19990923165853, 66.3725319803097 26.199913127663297, 66.37249729006815 26.199912458356398, 66.37245769597308 26.199907292798684, 66.37243290425901 26.199902318044337, 66.37241319802555 26.199897546187685, 66.37241337964981 26.199888588832405, 66.37241392452262 26.19986621118044, 66.37243962435723 26.19982631434401))"
75,5960,0.6,Marginally Suitable,2.45,Low Access,2,3,4,250.7,Clay Loam,8.133333333333333,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37222485369074 26.216677906634484, 66.37300384045746 26.21670552761851, 66.37299966309492 26.217113093080236, 66.37299911822154 26.217359413662535, 66.37287988177746 26.21736172053066, 66.37276146266842 26.217328215838155, 66.37251227407275 26.217368450480404, 66.37218789316572 26.217438638498713, 66.37222485369074 26.216677906634484))"
267,5968,0.6,Moderately Suitable,2.75,Moderate Access,3,3,4,159.1,Clay Loam,8.022666666666666,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35832750508412 26.1941523326784, 66.35918157234737 26.19436952323597, 66.35900158698433 26.194863457939977, 66.35892067531887 26.194929137052704, 66.35813117423001 26.194713047256414, 66.3581574182671 26.19465086370388, 66.35811437441453 26.194578362137147, 66.35832750508412 26.1941523326784))"
56,6132,0.61,Marginally Suitable,2.15,Very Low Access,1,3,4,668.8,Clay Loam,8.100000381469727,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Very Low - >500m from stream),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36839177870422 26.219519219800112, 66.36917484666775 26.2195873545588, 66.36917566397223 26.22021445383517, 66.36826246316765 26.220188783880793, 66.36825819502897 26.220157348876718, 66.36839177870422 26.219519219800112))"
28,6136,0.61,Marginally Suitable,2.45,Low Access,2,3,4,297.6,Clay Loam,8.068115942028985,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36597946767289 26.215058466750104, 66.36644914283472 26.215147718774084, 66.36643797306121 26.215205730352753, 66.36637976310695 26.215585428460958, 66.36635152083804 26.215737227703066, 66.3662528999359 26.216367007483043, 66.36583289859058 26.21627415685, 66.36597946767289 26.215058466750104))"
138,6201,0.62,Moderately Suitable,2.5999999999999996,High Access,3,3,3,50.7,Clay Loam,8.133333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.3659326091517 26.210305126911283, 66.36657773146287 26.21032142618802, 66.3667460954317 26.210342479234363, 66.36699827823486 26.210391887092886, 66.36715619903265 26.210435125758128, 66.367016258864 26.210916237163975, 66.3658842976572 26.2106850220535, 66.3659326091517 26.210305126911283))"
145,6220,0.62,Moderately Suitable,3.05,Very High Access,4,3,4,7.2,Clay Loam,8.133333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35489762773312 26.208825925831736, 66.35497236378166 26.2088137935545, 66.3552530553974 26.208917517213223, 66.35504364908637 26.2091734591184, 66.35481144972609 26.209782833044365, 66.35478166428526 26.21044071778126, 66.35425624210625 26.210399755000946, 66.35489762773312 26.208825925831736))"
42,6224,0.62,Moderately Suitable,3.05,Very High Access,4,3,4,6.7,Clay Loam,8.133333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.3586498801334 26.211098710949756, 66.35958740232215 26.211142795803077, 66.359518659117 26.211768584935665, 66.35855825295253 26.21163895842968, 66.3586498801334 26.211098710949756))"
360,6242,0.62,Marginally Suitable,2.45,Low Access,2,3,4,258.9,Clay Loam,8.133333333333333,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36872278665682 26.201057294726613, 66.36907894961607 26.20045463295824, 66.36969583311509 26.2006227796207, 66.36960202464284 26.201261590388143, 66.36959594026038 26.201310736568928, 66.36942748462302 26.20129417337857, 66.36867220463328 26.20109669254402, 66.36872278665682 26.201057294726613))"
353,6275,0.63,Moderately Suitable,2.75,Moderate Access,3,3,4,193.0,Clay Loam,8.054166666666667,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.3628697413079 26.19748763707946, 66.36298452590059 26.19746284880886, 66.36368186097017 26.197583146535766, 66.36336202571235 26.198338781420393, 66.36269193420854 26.198106946683552, 66.3628697413079 26.19748763707946))"
282,6299,0.63,Marginally Suitable,2.4,Moderate Access,3,2,4,162.0,Clay Loam,8.133333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Soil Quality (alkalinity, low organic carbon)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.3497724659919 26.20973478136081, 66.35114403851101 26.209903427724353, 66.3511687384709 26.209912885710487, 66.35111579701407 26.210274730048663, 66.3503620855691 26.210229408020734, 66.34975339621779 26.210137602300954, 66.34970980816514 26.21008747526814, 66.34970554016851 26.210056041729825, 66.3497724659919 26.20973478136081))"
395,6309,0.63,Marginally Suitable,2.3,Low Access,2,3,3,363.2,Clay Loam,8.033333333333333,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37030999293935 26.199805339162964, 66.37032170766086 26.19972485969411, 66.3703698379146 26.199573439204713, 66.37039708145628 26.199466479936756, 66.37041887629057 26.199381811341222, 66.37044439441014 26.19935087252056, 66.37049452253453 26.199329371651046, 66.37056935148215 26.199312830059124, 66.37077195272423 26.199356846818432, 66.37089572931468 26.19937261679049, 66.37096474635425 26.19939178597288, 66.37103403583804 26.19940201356026, 66.37112294070593 26.199425986168087, 66.37123654643607 26.199450508332575, 66.37135523765913 26.19947056935077, 66.37137430817168 26.199506776740172, 66.37138711265904 26.199601088543794, 66.37138565966755 26.19966375826315, 66.37137830389821 26.19977111211027, 66.37132990112202 26.199935969629347, 66.37131845881534 26.200002928810537, 66.3713077430045 26.20003855316928, 66.3712577964313 26.200051096955885, 66.37112430288481 26.200026265348356, 66.37092678698144 26.19997787231919, 66.37083815458028 26.199944873033093, 66.3707546076576 26.1999074975045, 66.37068041436822 26.19989268851992, 66.37056644550341 26.19988167060128, 66.37038854514641 26.199847022018727, 66.3703192557424 26.199836793924195, 66.3702993679596 26.19983648464601, 66.37030999293935 26.199805339162964))"
45,6322,0.63,Moderately Suitable,2.75,Moderate Access,3,3,4,145.4,Clay Loam,8.133333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35867022155121 26.212398008249007, 66.35867993821087 26.212407155342795, 66.35863326192207 26.21337380612367, 66.35812699697854 26.213364496493938, 66.35806134148682 26.212315193221823, 66.35867022155121 26.212398008249007))"
234,6348,0.63,Moderately Suitable,3.05,Very High Access,4,3,4,5.2,Clay Loam,7.900000095367432,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35363456278932 26.195956213063265, 66.35430582392218 26.19613427594788, 66.35429311063564 26.196474466274722, 66.35429637976644 26.19655066877853, 66.35426477816948 26.196630744354536, 66.35422890854295 26.19667938454706, 66.35367388312284 26.19685276500573, 66.35340790336905 26.196758301813126, 66.35363456278932 26.195956213063265))"
113,6398,0.64,Moderately Suitable,2.75,Moderate Access,3,3,4,149.8,Clay Loam,8.191025641025641,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37504076246681 26.21379092952997, 66.37553360244168 26.213737205477702, 66.3756397624265 26.214541000319453, 66.37561006668878 26.214755392885454, 66.37555394447314 26.215045592027188, 66.37535007012855 26.214835824241874, 66.37532191822041 26.214763615429632, 66.37532545991199 26.214602436514337, 66.37526597765874 26.214601368574556, 66.37498718305943 26.21463207193685, 66.37504076246681 26.21379092952997))"
